author.name,paper.ID,species,red.list,published.year,title,year,locality,country,lat,lon,protected,mean.temp,egg.diameter,egg.volume,egg.mass,hatchling.length,hatchling.mass,clutch.size,clutch.mass,clutch.freq,pred.freq,tot.clutch,pred.clutch,length,mass,pred.mass,notes,og.author,og.title
Buskirk,2,Natator_depressus,Data deficient,,Life-History Variation in Marine Turtles,,Mon Repos,Australia,-24.797464,152.445517,,,52.1,74.04767476,77.8,61.2,43.6,50.2,,2.84,2.84,142.568,142.568,92.3,,72.86981445,,,
Buskirk,2,Natator_depressus,Data deficient,,Life-History Variation in Marine Turtles,,Peak Island,Australia,-22.655923,150.961307,,,,,,,,54.5,,,2.905680888,,158.3596084,93.7,,75.30012325,,,
Buskirk,2,Natator_depressus,Data deficient,,Life-History Variation in Marine Turtles,,Wild Duck Island,Australia,-22.007262,149.866329,,,51.9,73.19818778,,,,51,,,2.86530723,,146.1306687,92.4,,73.04197766,,,
Buskirk,2,Natator_depressus,Data deficient,,Life-History Variation in Marine Turtles,,Deliverance Island,Torres Strait,-9.525476,141.569874,,,50.8,68.64191519,,57,,51.9,,,2.750402295,,142.7458791,88.7,,66.81801064,,,
Ganyai,3,Chelonia_mydas,Endangered,2017,"Reproductive biology and hatchling success of green turtle at Pulau Talang-Talang Besar, Sarawak, Malaysia",2014,Pulau Talang-Talang Besar,Malaysia,1.912,109.7758,no,27,39.4,32.02483648,34.46,42.3,16.02,88.51,,,3.181133164,,281.5620964,94.87,96.85,96.85,Masters thesis,,
This study,4,Chelonia_mydas,Endangered,,,1993-2018,Redang Island,Malaysia,5.8125,103.0084,no,,,,,,,91.66840444,,,3.183388999,,291.8161903,99.42992308,,108.438985,,,
This study,4,Eretmochelys_imbricata,Critically endangered,,,1993-2018,Redang Island,Malaysia,5.8125,103.0084,no,,,,,,,128.2420139,,,2.182987213,,279.9506765,82.53180556,,62.24411924,,,
Broderick,5,Chelonia_mydas,Endangered,2003,Variation in reproductive output of marine turtles,1992-2000,Alagadi beach,Cyprus,35.4583,33.8067,,,,,,,,112.1071196,,,3.17986587,,356.4856035,92.39932031,,90.2744033,,,
Broderick,5,Caretta_caretta,Vulnerable,2003,Variation in reproductive output of marine turtles,1992-2000,Alagadi beach,Cyprus,35.4583,33.8067,,,,,,,,65,,,2.582330284,,167.8514685,74,,62.62899592,,,
Price,6,Dermochelys_coriacea,Vulnerable,2004,"Size, growth, and reproductive output of adult female leatherback turtles Dermochelys coriacea",,Las Baulas,Costa Rica,10.331865,-85.846898,,,,,,,,62.6,,,6.601607228,,413.2606125,147,,341.5130353,,,
Wallace,7,Dermochelys_coriacea,Vulnerable,2007,Maternal investment in reproduction and its consequences in leatherback turtles,2001-2004,Las Baulas,Costa Rica,10.331865,-85.846898,,,,79.34341,80.9,56,40.1,61.8,5040.7,8.2,8.2,506.76,506.76,147.2,,343.0236207,,,
Rostal,8,Lepidochelys_kempii,Critically endangered,1997,"Nesting Physiology of Kemp's Ridley Sea Turtles, Lepidochelys kempi, at Rancho Nuevo, Tamaulipas, Mexico, with Observations on Population Estimates …",1988,Rancho Nuevo,Mexico,23.195702,-97.766685,,,,,,,,106.8,,,2.107698044,,225.1021511,68,,46.91798504,,,
Rostal,8,Lepidochelys_kempii,Critically endangered,1997,"Nesting Physiology of Kemp's Ridley Sea Turtles, Lepidochelys kempi, at Rancho Nuevo, Tamaulipas, Mexico, with Observations on Population Estimates …",1989,Rancho Nuevo,Mexico,23.195702,-97.766685,,,,,,,,112.5,,,2.231871629,,251.0855583,72,,51.4405167,,,
Rostal,8,Lepidochelys_kempii,Critically endangered,1997,"Nesting Physiology of Kemp's Ridley Sea Turtles, Lepidochelys kempi, at Rancho Nuevo, Tamaulipas, Mexico, with Observations on Population Estimates …",1990,Rancho Nuevo,Mexico,23.195702,-97.766685,,,,,,,,111.4,,,2.138740438,,238.2556848,69,,48.03381035,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2013,"Size, clutch size and nesting distribution in leatherbacks on Playa Norte, Costa Rica",2006-2013,Playa Norte,Costa Rica,10.6146,-83.5337,,,,,,,,78,,,6.813043047,,531.4173576,150.6,,369.416361,,,
Marn,10,Caretta_caretta,Vulnerable,2016,"Life cycle and ecology of the loggerhead turtle (Caretta caretta, Linnaeus, 1758): development and application of the Dynamic Energy Budget model",,North Atlantic,,,,,,42.5,40.19435331,40.99,45.7,20.43,,,,3.138544879,,,92.89,113.29,113.29,PhD thesis,,
Marn,10,Caretta_caretta,Vulnerable,2016,"Life cycle and ecology of the loggerhead turtle (Caretta caretta, Linnaeus, 1758): development and application of the Dynamic Energy Budget model",,Mediterranean,,,,,,37.6,27.83311348,29.65,41,16.33,,,,2.636430378,,,75.81,67.26,67.26,,,
LeBlanc,11,Caretta_caretta,Vulnerable,2014,The influence of maternal size on the eggs and hatchlings of loggerhead sea turtles,2000-2003,Georgia,USA,31.5,-81.2,,,41,36.08692073,39.1,44.3,18.7,114.6,,,3.343574258,,383.1736099,100,,114.0261148,,,
Hatase,12,Caretta_caretta,Vulnerable,2018,Effect of maternal foraging habitat on offspring quality in the loggerhead sea turtle (Caretta caretta),2013,Yakushima Island,Japan,30.4,130.4333333,,,,,27.5,,,,,,2.728368593,,,78.9,,71.1520739,,,
Hatase,12,Caretta_caretta,Vulnerable,2018,Effect of maternal foraging habitat on offspring quality in the loggerhead sea turtle (Caretta caretta),2014,Yakushima Island,Japan,30.4,130.4333333,,,,,30.7,40.46,15.3,100.4,,,2.710557127,,272.1399355,78.3,,70.07937715,,,
Hatase,12,Caretta_caretta,Vulnerable,2018,Effect of maternal foraging habitat on offspring quality in the loggerhead sea turtle (Caretta caretta),2015,Yakushima Island,Japan,30.4,130.4333333,,,,,33.9,41.32,16.4,99.6,,,2.725401355,,271.449975,78.8,,70.97272815,,,
Hatase,12,Caretta_caretta,Vulnerable,2018,Effect of maternal foraging habitat on offspring quality in the loggerhead sea turtle (Caretta caretta),2016,Yakushima Island,Japan,30.4,130.4333333,,,,,30.8,40.33,15,94,,,2.639115617,,248.076868,75.9,,65.86966593,,,
Hatase,13,Caretta_caretta,Vulnerable,2015,Loggerhead turtle (Caretta caretta) offspring size does not vary with maternal alternative foraging behaviors: support for their phenotypic plasticity,2014,Yakushima Island,Japan,30.4,130.4333,,,37.6,27.83311348,29.5,40.46,15.3,100.4,,,2.716496429,,272.7362414,78.5,,70.43604199,Oceanic,,
Hatase,13,Caretta_caretta,Vulnerable,2015,Loggerhead turtle (Caretta caretta) offspring size does not vary with maternal alternative foraging behaviors: support for their phenotypic plasticity,2014,Yakushima Island,Japan,30.4,130.4333,,,38.2,29.18692514,30.7,40.39,15.6,123.6,,,2.928926802,,362.0153527,85.7,,83.87570092,Nertic,,
Hatase,14,Caretta_caretta,Vulnerable,2019,Seasonal and annual variations in egg mass and clutch size for Loggerhead Sea Turtles (Caretta caretta): experienced females lay heavier eggs,2017,Yakushima Island,Japan,30.4,130.4333,,21,,,33.3,,,120,,,2.943582464,,353.2298957,86.2,,84.85233263,remigrant,,
Hatase,14,Caretta_caretta,Vulnerable,2019,Seasonal and annual variations in egg mass and clutch size for Loggerhead Sea Turtles (Caretta caretta): experienced females lay heavier eggs,2017,Yakushima Island,Japan,30.4,130.4333,,21,,,32,,,119,,,2.831890917,,336.9950191,82.4,,77.5710157,recruits,,
Yasuda,15,Chelonia_mydas,Endangered,2008,"Seasonal changes in reproductive output of a year-round nesting population of the green turtle Chelonia mydas at Huyong Island, Thailand",1996-2007,Huyong Island,Thailand,8.483333,97.63472222,,28,,,,,,110.0416667,,4.925,4.925,541.9552083,541.9552083,98.3,,105.384437,,,
Hays,16,Chelonia_mydas,Endangered,1993,Reproductive investment by green turtles nesting on Ascension Island,1992,Acsension Island,USA,-7.95,-14.36805,,,45.5,49.32106496,,,,127.5,,,3.191220473,,406.8806102,117,,162.8760917,,,
Whiting,17,Natator_depressus,Data deficient,2008,"Seasonality, abundance and breeding biology of one of the largest populations of nesting flatback turtles, Natator depressus: Cape Domett, Western Australia",,Cape Domett,Australia,-14.8015,128.4084,,,49,61.60082032,65.6,57,33.5,54,,,2.672767878,,144.3294654,86.2,63.6,63.6,,,
Hays,18,Caretta_caretta,Vulnerable,1991,Reproductive Investment and Optimum Clutch Size of Loggerhead Sea Turtles (Caretta caretta),1985-1989,Potamakia beach,Greece,38.0606,20.784,,,38.2,29.18692514,,,,115,,,2.84957424,,327.7010376,83,68.5,68.5,,,
Bjorndal,19,Chelonia_mydas,Endangered,1989,"Variation in clutch size and egg size in the green turtle nesting population at Tortuguero, Costa Rica",,Tortuguero,Costa Rica,10.593629,-83.524487,,,44.4,45.82971598,,,,113.1,,,3.183759879,,360.0832423,100.2,128.1,128.1,,,
Vander Zanden,20,Caretta_caretta,Vulnerable,2014,Foraging areas differentially affect reproductive output and interpretation of trends in abundance of loggerhead turtles,2004-2011,Wassaw Island,USA,38.886574,-74.116327,,,,,,,,110,,3.1,3.320610888,341,341,99.2,,89.69,MAB,,
Vander Zanden,20,Caretta_caretta,Vulnerable,2014,Foraging areas differentially affect reproductive output and interpretation of trends in abundance of loggerhead turtles,2004-2011,Wassaw Island,USA,31.879981,-80.969413,,,,,,,,95.8,,3.4,3.098205864,325.72,325.72,91.5,,95.55035479,SAB,,
Vander Zanden,20,Caretta_caretta,Vulnerable,2014,Foraging areas differentially affect reproductive output and interpretation of trends in abundance of loggerhead turtles,2004-2011,Wassaw Island,USA,25.419426,-79.977039,,,,,,,,123,,2.8,3.429456604,344.4,344.4,103,,120.9345531,SNWA,,
McKeown,21,Chelonia_mydas,Endangered,1965,Marine turtles of the solomon islands,,Arnavon Island,Solomon Island,-7.452049,158.020263,,30,,,,49,22.6,84.4,,,3.17586058,,268.042633,85,89.69,89.69,,,
McKeown,21,Eretmochelys_imbricata,Critically endangered,1965,Marine turtles of the solomon islands,,Arnavon Island,Solomon Island,-7.452049,158.020263,,30,,,,40,13.5,126.5,,,2.020352075,,255.5745375,74.4,66.2245,66.2245,,,
Shaver,22,Lepidochelys_kempii,Critically endangered,2016,"Kemp's Ridley Sea Turtle (Lepidochelys kempii) Nesting on the Texas Coast: Geographic, Temporal, and Demographic Trends Through 2014",2000-2014,North Texas,USA,28.028247,-96.894374,,,,,,,,95,,1.3,1.3,123.5,123.5,63,,41.48950827,,,
Rostal,23,Lepidochelys_kempii,Critically endangered,1990,Ultrasound Imaging of Ovaries and Eggs in Kemp's Ridley Sea Turtles (Lepidochelys kempi),,Sea Arama Marineworld,USA,,,,,38.8,30.58393995,,,,,,,1.862488073,,,60.1,32.2,32.2,,,
Omeyer,24,Chelonia_mydas,Endangered,2019,"The effect of biologging systems on reproduction, growth and survival of adult sea turtles",1992-2017,Alagadi beach,Cyprus,35.334631,33.492967,,,,,,,,115.9,,3,3,347.7,347.7,87.1,,77.88217522,Non-tracked,,
Omeyer,24,Chelonia_mydas,Endangered,2019,"The effect of biologging systems on reproduction, growth and survival of adult sea turtles",1992-2018,Alagadi beach,Cyprus,35.334631,33.492967,,,,,,,,116.8,,4,4,467.2,467.2,90.1,,84.76267667,Attachment base only’,,
Omeyer,24,Chelonia_mydas,Endangered,2019,"The effect of biologging systems on reproduction, growth and survival of adult sea turtles",1992-2019,Alagadi beach,Cyprus,35.334631,33.492967,,,,,,,,117,,3.6,3.6,421.2,421.2,93.1,,91.99556428,Device attached’,,
Omeyer,24,Caretta_caretta,Vulnerable,2019,"The effect of biologging systems on reproduction, growth and survival of adult sea turtles",1992-2020,Alagadi beach,Cyprus,35.334631,33.492967,,,,,,,,78.8,,2.3,3.4,181.24,181.24,73.2,,61.28883668,Non-tracked,,
Omeyer,24,Caretta_caretta,Vulnerable,2019,"The effect of biologging systems on reproduction, growth and survival of adult sea turtles",1992-2021,Alagadi beach,Cyprus,35.334631,33.492967,,,,,,,,85.5,,3.7,4,316.35,316.35,76.4,,66.73599045,Attachment base only’,,
Omeyer,24,Caretta_caretta,Vulnerable,2019,"The effect of biologging systems on reproduction, growth and survival of adult sea turtles",1992-2022,Alagadi beach,Cyprus,35.334631,33.492967,,,,,,,,74.9,,3.5,4,262.15,262.15,74.1,,62.7975298,Device attached’,,
Sinaei,25,Chelonia_mydas,Endangered,2018,"On a Poorly Known Rookery of Green Turtles (Chelonia mydas) Nesting at the Chabahar Beach, Northeastern Gulf of Oman",2014,Chabahar town,Iran,25.2557,60.8004,,28,38.27,29.34767102,32.3,,,99.4,,3.4,3.4,337.96,337.96,106.3,,128.1521352,,,
Summers,26,Chelonia_mydas,Endangered,2018,"Endangered Green Turtles (Chelonia mydas) of the Northern Mariana Islands: Nesting Ecology, Poaching, and Climate concern",2006-2016,Northern Mariana Islands,Pacific Ocean,15.0403,145.7032,,30.9,,,,,,93.5,,4,4,374,374,102.2,,116.15019,nest temp,,
Balazs,27,Chelonia_mydas,Endangered,2015,A Review of the Demographic Features of Hawaiian Green Turtles (Chelonia mydas),,Hawaii,USA,23.747286,-166.142955,,26,,,,,,104,,4,4,416,416,97,102.6,102.6,nest temp,,
Gaos,28,Eretmochelys_imbricata,Critically endangered,2017,Living on the Edge: Hawksbill turtle nesting and conservation along the Eastern Pacific Rim,2007,Bahia de Jiquilisco,El Salvador,13.171362,-88.421099,,,,,,,,167.8,,2.1,2.1,352.38,352.38,84.5,,65.30796982,,,
Gaos,28,Eretmochelys_imbricata,Critically endangered,2017,Living on the Edge: Hawksbill turtle nesting and conservation along the Eastern Pacific Rim,2007,Punta Amapala,El Salvador,13.15568,-87.906386,,,,,,,,138.7,,,2.150689899,,298.300689,80.9,,59.76076813,,,
Gaos,28,Eretmochelys_imbricata,Critically endangered,2017,Living on the Edge: Hawksbill turtle nesting and conservation along the Eastern Pacific Rim,2007,Estero Padre Ramos,Nicaragua,12.775024,-87.478754,,,,,,,,154.8,,2.1,2.1,325.08,325.08,82.1,,61.58196661,,,
Gaos,28,Eretmochelys_imbricata,Critically endangered,2017,Living on the Edge: Hawksbill turtle nesting and conservation along the Eastern Pacific Rim,2007,Aserradores,Nicaragua,12.619009,-87.326364,,,,,,,,150.9,,1.6,1.6,241.44,241.44,81.4,,60.51621566,,,
Gaos,28,Eretmochelys_imbricata,Critically endangered,2017,Living on the Edge: Hawksbill turtle nesting and conservation along the Eastern Pacific Rim,2007,Machalilla,Ecuador,-1.478977,-80.771366,,,,,,,,159.1,,2.3,2.3,365.93,365.93,91.2,,76.30064365,,,
Patino-Martinez,29,Dermochelys_coriacea,Vulnerable,2017,Impact of tropical forest logging on the reproductive success of leatherback turtles,2005-2007,Playona,Colombia,8.7057,-77.4781,,,,,,,,76.8,,,1.7,,130.56,149.5,,360.7291681,control sites only,,
Soares,30,Eretmochelys_imbricata,Critically endangered,2017,Comparison of reproductive output of hybrid sea turtles and parental species,1999-2014,State of Bahia,Brazil,-12.581002,-38.004976,,,,,,,,136,,1.7,1.7,231.2,231.2,92.3,,78.18869294,,,
Soares,30,Caretta_caretta,Vulnerable,2017,Comparison of reproductive output of hybrid sea turtles and parental species,1999-2014,State of Bahia,Brazil,-12.581002,-38.004976,,,,,,,,121.9,,2.2,3.337835869,268.18,268.18,99.8,,113.5727401,,,
Hesni,31,Eretmochelys_imbricata,Critically endangered,2016,"Nesting ecology and reproductive biology of the hawksbill turtle, Eretmochelys imbricata, at Kish Island, Persian Gulf",2009-2012,Kish Island,Iran,26.492251,54.011405,,25-30,38.449,29.76140311,33.6,38.5,11.37,92.92,,,1.964961672,,182.5842386,71.68,39.8,39.8,,,
Chatting,32,Eretmochelys_imbricata,Critically endangered,2018,"Nesting ecology of hawksbill turtles, Eretmochelys imbricata, in an extreme environmental setting",2010-2016,Fuwairit beach,Qatar,26.032261,51.373899,,,,,,,,78.9,,2,2,157.8,157.8,70.8,,45.53428599,,,
Hoenner,33,Eretmochelys_imbricata,Critically endangered,2016,Nesting ecology of hawksbill turtles at a rookery of international significance in Australia’s Northern Territory,2009-2010,Grrot Eylandt,Australia,-13.6333333,136.9333333,,25.6-34.1,35.4,23.22779805,23.7,38.7,12.8,120,,,2.150689899,,258.0827879,80.9,48.1,48.1,,,
Prieto-Torres,34,Chelonia_mydas,Endangered,2015,"Breeding biology and hatching success of Chelonia mydas (Testudines: Cheloniidae) in Aves Island Wildlife Refuge, Venezuela, during the 2010 reproductive season",2010,Aves Island,Virgin Islands,15.66666666,-63.6166666,,,,,,,,124,,2,2,248,248,112.2,,146.681326,,,
Tomillo,35,Chelonia_mydas,Endangered,2015,"Nesting ecology of East Pacific green turtles at PlayaCabuyal, Gulf of Papagayo, Costa Rica",2010-2011,Play Cabuyal,Costa Rica,10.678585,-85.655638,,,,,,,,76.9,,4.3,4.3,330.67,330.67,86.2,,75.88585816,,,
Dornfeld,36,Lepidochelys_olivacea,Vulnerable,2015,"Ecology of solitary nesting olive ridley sea turtles at Playa Grande, Costa Rica",2009-2014,Play Grande,Costa Rica,10.33333333,-85.85,,26.5,,,,,,87.5,,2,2,175,175,65.9,,33.31427629,,,
Patel,37,Caretta_caretta,Vulnerable,2015,Differences in size and reproductive output of loggerhead turtles Caretta caretta nesting in the eastern Mediterranean Sea are linked to foraging site,2010-2011,African coast,Tunisia,33.0213,12.3058,,,,,,,,99.9,,,,,,82.3,,77.38379047,,,
Patel,37,Caretta_caretta,Vulnerable,2015,Differences in size and reproductive output of loggerhead turtles Caretta caretta nesting in the eastern Mediterranean Sea are linked to foraging site,2010-2011,Aegean sea,Greece,37.2306,25.4549,,,,,,,,127,,,,,,86,,84.461005,,,
Patel,37,Caretta_caretta,Vulnerable,2015,Differences in size and reproductive output of loggerhead turtles Caretta caretta nesting in the eastern Mediterranean Sea are linked to foraging site,2010-2011,Crete,Greece,35.385,24.59,,,,,,,,99.2,,,,,,77.6,,68.83814394,,,
James,38,Lepidochelys_olivacea,Vulnerable,2015,"Nesting and conservation of the Olive Ridley sea turtle (Lepidochelys olivacea) in playa Drake, Osa Peninsula, Costa Rica (2006-2012)",2006-2012,Drake Bay,Costa Rica,8.699722222,-83.65330555,,,,,,,,96.3,,,2.048719392,,197.2916774,66.1,,33.49557362,,,
Ossmann,39,Lepidochelys_olivacea,Vulnerable,2019,"Sea turtle trends from 2011-2017 on the OSA Pensinsula, Costa Rica",2008-2018,Playa Piro and Playa Pejeperro,Costa Rica,8.393261,-83.334636,,,,,36.5,44,17.5,87.1,,,2.061135741,,179.5249231,66.5,,33.85947129,Masters thesis,,
Ossmann,39,Chelonia_mydas,Endangered,2019,"Sea turtle trends from 2011-2017 on the OSA Pensinsula, Costa Rica",2008-2018,Playa Piro and Playa Pejeperro,Costa Rica,8.393261,-83.334636,,,,,,,,71.4,,,3.176365715,,226.792512,85.9,,75.22732079,,,
Anastácio,40,Chelonia_mydas,Endangered,2014,"Reproductive biology and genetic diversity of the green turtle (Chelonia mydas) in Vamizi island, Mozambique",2004-2010,Vamizi Island,Mosambique,-11.033,40.66,,,,,,,,116.7,,,3.186466239,,371.8606101,106,,127.2498703,,,
Pazira,41,Eretmochelys_imbricata,Critically endangered,2016,"Hatching success of Hawksbill seaturtle s(Eretmochelys imbricata) in a protected hatchery site in Nakhiloo Island,PersianGulf",,NakhilooIsland,Iran,27.8597,51.4682,,34.4,,,,,,73,,,1.948159164,,142.215619,70.86,,45.61299461,,,
Al-mohanna,42,Chelonia_mydas,Endangered,2014,"Green turtles (Chelonia mydas) of the north-western Arabian Gulf,Kuwait: the need for conservation",2004-2005,Kuwait,Iran,28.75,48.76666666,,,,,,,,104,,,3.183519393,,331.0860169,99.7,104.89,104.89,,,
Zanden,43,Caretta_caretta,Vulnerable,2014,Foraging areas differentially affect reproductive output and interpretation of trends in abundance of loggerhead turtles,2004-2011,Wassaw Island,USA,31.879884,-80.969748,,,,,,,,110,,3.1,3.320610888,341,341,99.2,,112.2180078,MAB,,
Zanden,43,Caretta_caretta,Vulnerable,2014,Foraging areas differentially affect reproductive output and interpretation of trends in abundance of loggerhead turtles,2004-2011,Wassaw Island,USA,31.879884,-80.969748,,,,,,,,95.8,,3.4,3.098205864,325.72,325.72,91.5,,95.55035479,SAB,,
Zanden,43,Caretta_caretta,Vulnerable,2014,Foraging areas differentially affect reproductive output and interpretation of trends in abundance of loggerhead turtles,2004-2011,Wassaw Island,USA,31.879884,-80.969748,,,,,,,,123,,2.8,3.429456604,344.4,344.4,103,,120.9345531,SNWA,,
Hatase,44,Caretta_caretta,Vulnerable,2014,Do loggerhead turtle (Caretta caretta) eggs vary with alternative foraging tactics?,2013,Yakushima Island,Japan,30.4,130.4333,,,36.7,25.88191748,27.52,,,,,,,,,78.9,,71.1520739,Oceanic,,
Hatase,44,Caretta_caretta,Vulnerable,2014,Do loggerhead turtle (Caretta caretta) eggs vary with alternative foraging tactics?,2013,Yakushima Island,Japan,30.4,130.4333,,,37.7,28.05577733,29.73,,,,,,,,,85.2,,82.90469395,Nertic,,
Howe,45,Caretta_caretta,Vulnerable,2018,"Multiple paternity in a Pacific marine turtle population: maternal attributes, offspring outcomes and demographic inferences",2011-2012,Mon Repos beach,Australia,-24.8,152.45,,,,,,,,126.4,,,3.153323974,,398.5801504,93.4,,99.53930646,,,
Tucker,46,Caretta_caretta,Vulnerable,2018,Revised Clutch Frequency Estimates for Masirah Island Loggerhead Turtles (Caretta caretta),2010-2012,Masirah Island,Oman,20.6,58.906,,,,,,,,,,5.4,3.309119352,,,98.8,,111.3193461,,,
Bradshaw,47,Chelonia_mydas,Endangered,2017,Investigating variation in the life-history strategy of marine turtles,1992-2015,Alagadi beach,Cyprus,35.334631,33.492967,,,,,,,19.22,111.38,,2.93,2.93,326.3434,326.3434,89.29,,82.87045867,PhD thesis,,
Bellini,48,Chelonia_mydas,Endangered,2013,"Green turtle (Chelonia mydas) nesting on Atol das Rocas, north-eastern Brazil, 1990–2008",1990-2008,Atol das Rocas,Brazil,-3.8638888,-33.8111,,,,,,,,121.5,,4.3,4.3,522.45,522.45,115.9,,159.0747594,,,
Plot,49,Dermochelys_coriacea,Vulnerable,2013,Leatherback Turtles Are Capital Breeders: Morphometric and Physiological Evidence from Longitudinal Monitoring,2006,Awala Yalimapo beach,French Guiana,5.7222,-53.9,,,,,,,,86.9,7200,8.3,8.3,721.27,721.27,159,409,409,,,
Hatase,50,Caretta_caretta,Vulnerable,2013,A mechanism that maintains alternative life histories in a loggerhead sea turtle population,1999-2011,Yakushima Island,Japan,30.4,130.4333,,,,,,,,103.2,,3.6,3.12,371.52,371.52,79.1,,71.51144092,Oceanic,,
Hatase,50,Caretta_caretta,Vulnerable,2013,A mechanism that maintains alternative life histories in a loggerhead sea turtle population,1999-2011,Yakushima Island,Japan,30.4,130.4333,,,,,,,,115.5,,4.3,2.33,496.65,496.65,85.9,,84.26567865,Nertic,,
Cheng,51,Chelonia_mydas,Endangered,2009,"Ten Years of Monitoring the Nesting Ecology of the Green Turtle, Chelonia mydas, on Lanyu (Orchid Island), Taiwan",1997-2006,Orcid Island,Taiwan,22.01666666,121.55,no,23,42.4,39.91129552,43.3,46.5,22.1,105,,3,3,315,315,103.9,,121.0407355,,,
Santos,52,Eretmochelys_imbricata,Critically endangered,2010,Body Mass and the Energy Budget of Gravid Hawksbill Turtles (Eretmochelys imbricata) during the Nesting Season,2006-2008,Tibau do Sul,Brazil,-6.21666666,-35.05,,,,29.0056,29,,,143,4147,,2.367316108,,338.5262035,92,79.6,79.6,,,
Honarvar,53,Dermochelys_coriacea,Vulnerable,2010,Changes in Plasma Chemistry and Reproductive Output of Nesting Leatherbacks,2008,Bioko Island,Cameroon,3.23333333,8.616666667,,,,83.32,85,,,78.15,,,6.777696306,,529.6769663,150,,364.6601621,,,
Perrez-Castaneda,54,Eretmochelys_imbricata,Critically endangered,2007,Reproductive patterns of the hawksbill turtle Eretmochelys imbricata in sandy beaches of the Yucatan Peninsula,1995-2001,Celestun,Mexico,20.7737,-90.4377,,,,,,,,140,,,2.413260005,,337.8564007,94.4,,81.85847077,Celestun,,
Perrez-Castaneda,54,Eretmochelys_imbricata,Critically endangered,2007,Reproductive patterns of the hawksbill turtle Eretmochelys imbricata in sandy beaches of the Yucatan Peninsula,1995-2001,Isla Holbox,Mexico,21.5,-87.4,,,,,,,,142,,,2.407533361,,341.8697372,94.1,,81.32896574,Isla Holbox,,
Perrez-Castaneda,54,Eretmochelys_imbricata,Critically endangered,2007,Reproductive patterns of the hawksbill turtle Eretmochelys imbricata in sandy beaches of the Yucatan Peninsula,1995-2001,El Cuyo,Mexico,21.516666,-87.6833333,,,,,,,,145,,,2.418982036,,350.7523952,94.7,,82.38972672,El Cuyo,,
Xavier,55,Eretmochelys_imbricata,Critically endangered,2006,"Hawksbill turtle (Eretmochelys imbricata Linnaeus 1766) and green turtle (Chelonia mydas Linnaeus 1754) nesting activity (2002-2004) at El Cuyo beach, Mexico",2002,El Cuyo,Mexico,21.51666667,-87.68333333,,,,,,,,148,,2.16,2.16,319.68,319.68,94.2,,81.50527288,,,
Xavier,55,Eretmochelys_imbricata,Critically endangered,2006,"Hawksbill turtle (Eretmochelys imbricata Linnaeus 1766) and green turtle (Chelonia mydas Linnaeus 1754) nesting activity (2002-2004) at El Cuyo beach, Mexico",2003,El Cuyo,Mexico,21.51666667,-87.68333333,,,,,,,,153,,2.88,2.88,440.64,440.64,95.1,,83.10079204,,,
Xavier,55,Eretmochelys_imbricata,Critically endangered,2006,"Hawksbill turtle (Eretmochelys imbricata Linnaeus 1766) and green turtle (Chelonia mydas Linnaeus 1754) nesting activity (2002-2004) at El Cuyo beach, Mexico",2004,El Cuyo,Mexico,21.51666667,-87.68333333,,,,,,,,146,,2.25,2.25,328.5,328.5,95.2,,83.27904486,,,
Xavier,55,Chelonia_mydas,Endangered,2006,"Hawksbill turtle (Eretmochelys imbricata Linnaeus 1766) and green turtle (Chelonia mydas Linnaeus 1754) nesting activity (2002-2004) at El Cuyo beach, Mexico",2002,El Cuyo,Mexico,21.51666667,-87.68333333,,,,,,,,131,,3.12,3.12,408.72,408.72,107.9,,133.0289909,,,
Xavier,55,Chelonia_mydas,Endangered,2006,"Hawksbill turtle (Eretmochelys imbricata Linnaeus 1766) and green turtle (Chelonia mydas Linnaeus 1754) nesting activity (2002-2004) at El Cuyo beach, Mexico",2003,El Cuyo,Mexico,21.51666667,-87.68333333,,,,,,,,131,,2.33,2.33,305.23,305.23,106.6,,129.0582277,,,
Xavier,55,Chelonia_mydas,Endangered,2006,"Hawksbill turtle (Eretmochelys imbricata Linnaeus 1766) and green turtle (Chelonia mydas Linnaeus 1754) nesting activity (2002-2004) at El Cuyo beach, Mexico",2004,El Cuyo,Mexico,21.51666667,-87.68333333,,,,,,,,127,,2.75,2.75,349.25,349.25,107.3,,131.1873593,,,
Wallace,56,Dermochelys_coriacea,Vulnerable,2006,"Egg components, egg size, and hatchling size in leatherback turtles",2003,Parque Nacional Marino Las Baula,Costa Rica,10.332161,-85.84707,,,,,80.9,,40.1,,,,,,,,,,,,
Hitchins,57,Eretmochelys_imbricata,Critically endangered,2004,"Biometric data on hawksbill turtles (Eretmochelys imbricata) nesting at Cousine Island, Seychelles",1995-1999,Cousine Island,Seychelles,-4.34472222,55.6455555,,,36,24.42900384,25.5,39.2,14.5,176.7,4530,,2.156639916,,381.0782732,81.2,65.6,60.21345641,,,
Tiwari,58,Caretta_caretta,Vulnerable,2000,"Variation in Morphology and Reproduction in Loggerheads, Caretta caretta, Nesting in the United States, Brazil, and Greece",1996,Moulbourne beach,Florida,28.089,-80.5536,,,42.53,40.27953086,39.4,,,109.6,4300,,3.080766511,,337.6520096,90.9,,94.30754823,,,
