author,study_ID,species,red_list,sample_year,location,pop_ID,population_level,country,lat,lon,MPA,MPA2,air_temp,sand_temp,temp,egg_diameter_mm,egg_volume_cm3,egg_mass_g,hatchling_length_mm,hatchling_mass_g,clutch_size,clutch_mass_g,clutch_freq,pred_freq,total_clutch,pred_clutch,adult_length_cm,adult_mass_kg,pred_mass_kg,pub_year,notes,title,orig_author,orig_title,link
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,72.68686869,,,6.91683354,,502.7629713,152.3576478,,383.596076,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,74.38383838,,,6.878108584,,511.6201173,151.7025793,,378.2681258,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,78.62626263,,,6.785384943,,533.5094585,150.130574,,365.6915934,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,79.47474747,,,6.447124886,,512.3836223,144.3527584,,321.9498741,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,81.17171717,,,6.363273485,,516.5178356,142.9096973,,311.6192424,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,83.43434343,,,6.424421759,,536.0174114,143.9624765,,319.1328914,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,86.26262626,,,6.50104777,,560.7974541,145.2784505,,328.7000708,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,85.41414141,,,6.593044052,,563.139197,146.8536396,,340.4105069,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,83.43434343,,,6.562221207,,547.5146179,146.326454,,336.4596453,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,90.22222222,,,6.493607658,,585.8677131,145.1508329,,327.7637112,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,89.93939394,,,6.654821402,,598.5306037,147.9085413,,348.4123868,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,92.48484848,,,6.631872326,,613.3477072,147.5169329,,345.4268504,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,82.86868687,,,6.70066572,,555.2753693,148.6899009,,354.4225703,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,79.19191919,,,6.870617253,,544.0973663,151.5757576,,377.2425815,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,81.17171717,,,6.878484768,,558.3384201,151.7089469,,378.3196684,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,83.71717172,,,6.824363626,,571.3164215,150.7920102,,370.9474449,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,84.84848485,,,6.886448447,,584.3047167,151.8437281,,379.411793,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,87.11111111,,,6.855546315,,597.1942568,151.3205223,,375.184455,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,88.52525253,,,6.88665227,,609.6426313,151.8471772,,379.4397697,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,90.22222222,,,6.94112315,,626.2435553,152.7680937,,386.9607358,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,93.05050505,,,6.879143101,,640.1077399,151.7200902,,378.4098795,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,94.46464646,,,6.925812265,,654.2444071,152.5094093,,384.8377833,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,93.05050505,,,7.019133835,,653.1339483,154.0840677,,397.8861922,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,90.50505051,,,7.0189921,,635.2542345,154.0816798,,397.8661768,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,93.05050505,,,7.065942713,,657.4895381,154.8720602,,404.5293954,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,90.78787879,,,7.097062459,,644.3272463,155.395266,,408.9824534,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,89.65656566,,,7.143928117,,640.5000602,156.1821972,,415.7438071,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,84.56565657,,,7.198483984,,608.7445244,157.0967461,,423.6983756,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,85.97979798,,,7.02653648,,604.140187,154.2087668,,398.9324078,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,82.58585859,,,7.104420957,,586.7247045,155.5189039,,410.0396807,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,82.3030303,,,7.14351698,,587.9330945,156.175299,,415.6842033,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,77.49494949,,,7.253025087,,562.0728128,158.0094377,,431.7411666,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,83.15151515,,,7.33986881,,610.3212125,159.459397,,444.7347149,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,81.73737374,,,7.45816244,,609.6106108,161.4280516,,462.8061622,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,80.88888889,,,7.553128853,,610.9642005,163.0032407,,477.6268085,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,87.39393939,,,7.656745164,,669.1531228,164.71666,,494.1174286,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,90.50505051,,,7.57747112,,685.7994064,163.4062577,,481.4708071,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,98.70707071,,,7.697186073,,759.76669,165.3839331,,500.6447173,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,102.9494949,,,7.5781765,,780.1694433,163.4179317,,481.5824719,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,111.7171717,,,7.905650258,,883.1968874,168.8107719,,535.1088455,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,104.0808081,,,7.419916065,,772.27086,160.7923513,,456.9161978,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,105.7777778,,,7.238904985,,765.7152828,157.7733053,,429.6502875,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,111.4343434,,,7.247074825,,807.573025,157.9099437,,430.8593219,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,130.9494949,,,7.107121623,,930.673987,155.5642731,,410.428107,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,104.9292929,,,6.471453754,,679.0450666,144.7706332,,324.9850409,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,98.98989899,,,6.701553751,,663.3861289,148.705024,,354.5395989,,,,,,
Ros,9,Dermochelys_coriacea,Vulnerable,2006-2013,Playa Norte,DC_4,within population,Costa Rica,,,,,,,,,,,,,107.4747475,,,6.810192083,,731.9236743,150.5516326,,369.0313717,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,between population,,,,no,no,,,,42.5,40.19435331,40.99,45.7,20.43,,,,3.138544879,,,92.89,113.29,113.29,2016,PhD thesis,"Life cycle and ecology of the loggerhead turtle (Caretta caretta, Linnaeus, 1758): development and application of the Dynamic Energy Budget model",,,http://dare.ubvu.vu.nl/bitstream/handle/1871/54369/chapter?sequence=9
Marn,10,Caretta_caretta,Vulnerable,,Mediterranean,,between population,,,,no,no,,,,37.6,27.83311348,29.65,41,16.33,,,,2.636430378,,,75.81,67.26,67.26,2016,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,70.37395397,,,2.669805147,,187.8847446,76.92968096,,67.65988421,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,67.14748954,,,2.768922353,,185.9261847,80.26851464,,73.62907213,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,95.78451883,,,2.784486241,,266.7106748,80.79461297,,74.59252569,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,89.67991632,,,2.850222838,,255.6077456,83.02201883,,78.74064601,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,81.93200837,,,2.899959931,,237.5995413,84.71297071,,81.96428436,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,77.43357741,,,2.901137372,,224.6454452,84.75305962,,82.04149085,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,74.98692469,,,2.916931866,,218.7317502,85.29108264,,83.08115869,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,101.958159,,,2.86815514,,292.4318178,83.63111925,,79.89442322,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,83.63023013,,,3.033526403,,253.6945111,89.27753661,,90.98740979,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,86.08995816,,,3.045797479,,262.2125775,89.69858787,,91.84334288,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,111.4048117,,,2.953632083,,329.0488261,86.54309623,,85.52574385,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,125.3226987,,,2.979295011,,373.3732911,87.42010983,,87.25913608,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,123.7055439,,,3.019651816,,373.5476704,88.80180439,,90.02511603,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,113.4754184,,,3.008570199,,341.3987622,88.42209728,,89.26071105,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,105.2991632,,,3.016499736,,317.634898,88.69377615,,89.8073096,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,102.8566946,,,3.041138773,,312.8014819,89.53870293,,91.51785161,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,103.2709205,,,3.052310375,,315.2149021,89.92217573,,92.29948367,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,109.4021967,,,3.044419192,,333.0661471,89.65128138,,91.74697719,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,106.1417364,,,3.069029996,,325.7521728,90.49652197,,93.47635832,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,112.6841004,,,3.065607826,,345.4452601,90.37892259,,93.23478524,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,102.459205,,,3.065721984,,314.1114373,90.38284519,,93.24283804,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,102.0601464,,,3.086927328,,315.0522552,91.11189854,,94.74553849,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,93.88075314,,,3.088133707,,289.9163182,91.15339958,,94.83143859,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,88.17520921,,,3.131636837,,276.1327333,92.65175209,,97.95871136,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,99.64016736,,,3.159302859,,314.7934656,93.60643305,,99.97758977,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,102.5130753,,,3.180367044,,326.0292064,94.33423117,,101.5304386,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,103.7635983,,,3.230225742,,335.1798464,96.06009414,,105.2603749,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,106.5894351,,,3.151447518,,335.9110108,93.3352249,,99.40197824,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,105.335251,,,3.093580824,,325.8631127,91.34082113,,95.21985168,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,109.4341004,,,3.112477255,,340.6111484,91.99142259,,96.5742899,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,111.8833682,,,3.102424163,,347.109665,91.64521444,,95.85236047,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,122.1061715,,,3.097852587,,378.2669194,91.48783996,,95.5250868,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,127.4257322,,,3.103365232,,395.448587,91.67761506,,95.91980947,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,127.3990586,,,3.046453443,,388.1153006,89.72110356,,91.88922616,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,145.4095188,,,3.077519914,,447.5006899,90.78836297,,94.07720269,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,122.5308577,,,3.13125461,,383.6753131,92.63857218,,97.93098297,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,118.0360879,,,3.140203083,,370.657287,92.94720188,,98.58131429,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,150.3598326,,,3.167625039,,476.2835707,93.89388075,,100.589473,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,133.5983264,,,3.183350988,,425.2903642,94.4373954,,101.7515159,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,118.8859833,,,3.207908428,,381.3753477,95.28702929,,103.5813492,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,111.540272,,,3.242311358,,361.6482907,96.47910565,,106.176042,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,126.6584728,,,3.211146412,,406.7189006,95.39913703,,103.8240043,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,133.6218619,,,3.233215597,,432.028288,96.16372908,,105.4864814,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,118.5141213,,,3.28643166,,389.4885605,98.01095711,,109.557179,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,136.0904812,,,3.264151109,,444.219895,97.23695084,,107.8421846,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,128.7520921,,,3.313892265,,426.670562,98.96610879,,111.6920987,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,124.6804393,,,3.35247649,,417.9882416,100.3103818,,114.7314903,,,,,,
Marn,10,Caretta_caretta,Vulnerable,,North Atlantic,,within population,,,,,,,,,,,,,,147.9942469,,,3.354420074,,496.4348725,100.3781642,,114.8858209,,,,,,
LeBlanc,11,Caretta_caretta,Vulnerable,2000-2003,Georgia,CC_14,between population,USA,31.5,-81.2,no,no,,29.84,29.84,41,36.08692073,39.1,44.3,18.7,114.6,,,3.343574258,,383.1736099,100,,114.0261148,2014,,The influence of maternal size on the eggs and hatchlings of loggerhead sea turtles,,,https://bioone.org/journals/southeastern-naturalist/volume-13/issue-3/058.013.0318/The-Influence-of-Maternal-Size-on-the-Eggs-and-Hatchlings/10.1656/058.013.0318.short
Hatase,12,Caretta_caretta,Vulnerable,2013,Yakushima Island,CC_9,between population,Japan,30.4,130.4333333,no,no,,28.9,28.9,,,27.5,,,,,,2.728368593,,,78.9,,71.1520739,2018,,Effect of maternal foraging habitat on offspring quality in the loggerhead sea turtle (Caretta caretta),,,https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.3938
Hatase,12,Caretta_caretta,Vulnerable,2014,Yakushima Island,CC_9,between population,Japan,30.4,130.4333333,no,no,,28.9,28.9,,,30.7,40.46,15.3,100.4,,,2.710557127,,272.1399355,78.3,,70.07937715,2018,,Effect of maternal foraging habitat on offspring quality in the loggerhead sea turtle (Caretta caretta),,,
Hatase,12,Caretta_caretta,Vulnerable,2015,Yakushima Island,CC_9,between population,Japan,30.4,130.4333333,no,no,,28.9,28.9,,,33.9,41.32,16.4,99.6,,,2.725401355,,271.449975,78.8,,70.97272815,2018,,Effect of maternal foraging habitat on offspring quality in the loggerhead sea turtle (Caretta caretta),,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,between population,Japan,30.4,130.4333333,no,no,,28.9,28.9,,,30.8,40.33,15,94,,,2.639115617,,248.076868,75.9,,65.86966593,2018,,Effect of maternal foraging habitat on offspring quality in the loggerhead sea turtle (Caretta caretta),,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,39.42,15.11,96,,,2.665943246,,255.9305516,76.8,,67.43310456,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42.57,17.15,97,,,2.731335298,,264.9395239,79,,71.33164482,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,41.18,14.39,88,,,2.612242776,,229.8773643,75,,64.32447361,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42.39,17.85,94,,,2.746160837,,258.1391186,79.5,,72.23287698,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,,,86,,,2.621205451,,225.4236688,75.3,,64.83751022,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,39.84,15.25,122,,,2.731335298,,333.2229063,79,,71.33164482,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42.84,17.86,103,,,2.760973141,,284.3802335,80,,73.13973811,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,41.52,15.47,102,,,2.659985427,,271.3185135,76.6,,67.08409702,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,40.75,16.89,108,,,2.987477369,,322.6475558,87.7,,87.81597298,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,41.8,18.19,103,,,2.781688312,,286.5138961,80.7,,74.41879968,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42.51,17.44,144,,,3.095300436,,445.7232628,91.4,,95.34265824,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,40.1,16.06,135,,,2.95822606,,399.3605181,86.7,,85.83458877,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,41.46,16.5,122,,,2.928926802,,357.3290698,85.7,,83.87570092,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42.95,18.07,134,,,2.993321932,,401.1051389,87.9,,88.21494917,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,,,114,,,2.867239421,,326.8652939,83.6,,79.83527377,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,40,15.13,77,,,2.746160837,,211.4543844,79.5,,72.23287698,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42.51,17.96,107,,,3.121433107,,333.9933425,92.3,,97.22002129,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,41.53,16.5,162,,,3.040010875,,492.4817618,89.5,,91.43914722,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,40.88,16.77,158,,,3.031265788,,478.9399946,89.2,,90.83022437,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,41.26,16.48,115,,,2.93479052,,337.5009098,85.9,,84.26567865,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,39.58,13.42,77,,,2.573345373,,198.1475937,73.7,,62.12474622,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,38.12,12.26,106,,,2.639115617,,279.7462554,75.9,,65.86966593,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,41.47,16.45,119,,,2.701644132,,321.4956517,78,,69.54606885,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42.17,17.14,83,,,2.731335298,,226.7008297,79,,71.33164482,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,40.62,14.8,89,,,2.722433582,,242.2965888,78.7,,70.79360758,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,39.24,13.65,111,,,2.537353535,,281.6462423,72.5,,60.12802789,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,39.61,13.99,95,,,2.648063153,,251.5659996,76.2,,66.38878488,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,39.3,14.05,80,,,2.600284618,,208.0227694,74.6,,63.64357889,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42.45,17.9,88,,,2.639115617,,232.2421743,75.9,,65.86966593,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,40.68,16.69,92,,,2.597293657,,238.9510165,74.5,,63.47391845,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,41.49,16.15,122,,,2.899578955,,353.7486325,84.7,,81.93931205,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,43.19,19.12,114,,,2.884886607,,328.8770731,84.2,,80.97955556,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42,18.57,106,,,2.858409089,,302.9913634,83.3,,79.26617095,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,40.7,16.18,144,,,2.887826065,,415.8469534,84.3,,81.17105681,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,42.6,17.1,135,,,2.978706973,,402.1254414,87.4,,87.21919575,,,,,,
Hatase,12,Caretta_caretta,Vulnerable,2016,Yakushima Island,CC_9,within population,Japan,,,,,,,,,,,41.55,15.73,97,,,2.876065254,,278.9783296,83.9,,80.40640199,,,,,,
